Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
PWD,PWD 518 Facilities Design and Construction,B.001313,Senior Engineer III,Exempt,8/1/2007,11/21/2019,105182.48
PWD,PWD 518 Facilities Design and Construction,B.000791,Architect,Exempt,2/7/2015,2/7/2015,95052.88
PWD,PWD 518 Facilities Design and Construction,B.000873,Engineer V,Exempt,8/15/2019,8/15/2019,103813.84
PWD,PWD 601 Operations Management Support,B.004232,Administrative Specialist II,Non Exempt,9/1/2005,9/30/2018,61133.54
PWD,PWD 601 Operations Management Support,B.001393,Clerk III,Non Exempt,3/12/2020,3/12/2020,29743.48
PWD,PWD 601 Operations Management Support,B.003162,Clerk III,Non Exempt,8/26/2021,NULL,28849.60
PWD,PWD 601 Operations Management Support,B.000314,Clerk III,Non Exempt,9/16/2013,4/25/2019,30450.68
PWD,PWD 601 Operations Management Support,B.001543,Account Clerk II,Non Exempt,8/16/1987,2/16/2005,46696.00
PWD,PWD 601 Operations Management Support,B.004911.1     ,Engineer V,Exempt,10/16/2007,4/25/2019,115556.22
PWD,PWD 601 Operations Management Support,B.001634,Administrative Technician,Non Exempt,3/1/2012,10/25/2018,36920.00
PWD,PWD 601 Operations Management Support,B.003149,Clerk III,Non Exempt,4/16/2015,9/27/2018,30450.68
PWD,PWD 601 Operations Management Support,B.001032,Account Clerk III,Non Exempt,10/10/2019,10/10/2019,36249.46
PWD,PWD 601 Operations Management Support,B.000075.1     ,Office Supervisor,Non Exempt,10/16/2001,1/16/2020,52811.20
PWD,PWD 603 Technical Services and Asset Management,B.005888.1     ,Engineering Technician II,Non Exempt,4/22/2016,6/21/2018,55192.28
PWD,PWD 603 Technical Services and Asset Management,B.006891.1     ,Senior Engineer III,Exempt,9/16/2008,11/21/2019,98672.08
PWD,PWD 603 Technical Services and Asset Management,B.001918.6     ,Technology Services Manager,Exempt,7/7/2014,6/21/2018,90105.60
PWD,PWD 603 Technical Services and Asset Management,B.005887,Engineering Aide III,Non Exempt,10/16/2008,10/1/2013,43919.20
PWD,PWD 603 Technical Services and Asset Management,B.001807,Business Application Specialist II,Exempt,2/28/2019,2/28/2019,56580.68
PWD,PWD 603 Technical Services and Asset Management,B.003462,Engineer IV,Exempt,5/16/2013,6/7/2016,109835.18
PWD,PWD 604 Infrastructure Maintenance Contracts,B.007478,Construction Inspector II,Non Exempt,2/1/2007,3/22/2016,61485.58
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002715.1     ,Construction Inspector II,Non Exempt,3/16/1988,4/16/2011,65977.60
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002294.1     ,Construction Inspector II,Non Exempt,10/7/2014,6/7/2017,53289.60
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002515,Construction Inspector Supervisor,Non Exempt,11/16/2010,12/7/2016,75071.88
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002484,Construction Inspector II,Non Exempt,8/7/2014,8/7/2014,51210.38
PWD,PWD 604 Infrastructure Maintenance Contracts,B.007477,Construction Inspector II,Non Exempt,7/16/1999,1/3/2019,57491.98
PWD,PWD 610 Infrastructure Maintenance Support,B.002927,Mechanic III,Non Exempt,6/16/2007,11/1/2011,54235.48
PWD,PWD 610 Infrastructure Maintenance Support,B.000836,Highway Administrative Supervisor,Exempt,10/1/1995,11/16/2012,81905.72
PWD,PWD 610 Infrastructure Maintenance Support,B.000530.2     ,Administrative Specialist II,Non Exempt,10/22/2020,10/22/2020,47278.40
PWD,PWD 610 Infrastructure Maintenance Support,B.007328,Storekeeper II,Non Exempt,10/1/2013,10/12/2017,36114.52
PWD,PWD 610 Infrastructure Maintenance Support,B.002102.1     ,Motor Equipment Operator III,Non Exempt,6/1/2012,10/8/2020,43919.20
PWD,PWD 610 Infrastructure Maintenance Support,B.002060,Equipment Maintenance Supervisor,Non Exempt,5/1/2014,1/30/2020,64344.80
PWD,PWD 610 Infrastructure Maintenance Support,B.003886.2     ,Storekeeper II,Non Exempt,7/19/2018,7/19/2018,35324.12
PWD,PWD 610 Infrastructure Maintenance Support,B.000640.1     ,Storekeeper III,Non Exempt,4/25/2019,4/25/2019,38864.80
PWD,PWD 610 Infrastructure Maintenance Support,B.003451.5     ,Motor Equipment Operator II,Non Exempt,9/16/2007,10/8/2020,37289.46
PWD,PWD 610 Infrastructure Maintenance Support,B.001056,Mechanic II,Non Exempt,7/1/1988,7/1/1988,62795.20
PWD,PWD 610 Infrastructure Maintenance Support,B.007329,Storekeeper Supervisor,Non Exempt,7/16/2005,2/15/2018,60928.40
PWD,PWD 610 Infrastructure Maintenance Support,B.000412.1     ,Storekeeper II,Non Exempt,3/7/2016,3/7/2016,37092.12
PWD,PWD 611 Street Maintenance,B.002650.1     ,Motor Equipment Operator III,Non Exempt,5/17/2001,9/16/2006,48287.20
PWD,PWD 611 Street Maintenance,B.003459.3     ,Motor Equipment Operator III,Non Exempt,3/1/2007,10/24/2019,47164.00
PWD,PWD 611 Street Maintenance,B.002598.6     ,Maintenance Worker,Non Exempt,8/30/2018,10/24/2019,27575.60
PWD,PWD 611 Street Maintenance,B.000134,Maintenance Worker,Non Exempt,5/10/2018,6/17/2021,30362.80
PWD,PWD 611 Street Maintenance,B.000283.1     ,Planner/Estimator III,Exempt,2/1/1989,12/1/2012,70381.48
PWD,PWD 611 Street Maintenance,B.002137.1     ,Maintenance Supervisor,Non Exempt,11/4/1985,7/16/2007,62192.78
PWD,PWD 611 Street Maintenance,B.000702,Motor Equipment Operator II,Non Exempt,5/30/1989,3/1/2006,45796.66
PWD,PWD 611 Street Maintenance,B.001225.3     ,Maintenance Worker,Non Exempt,12/7/2014,9/7/2016,29759.60
PWD,PWD 611 Street Maintenance,B.004340.5     ,Maintenance Worker,Non Exempt,1/7/2015,9/7/2016,29759.60
PWD,PWD 611 Street Maintenance,B.002770.1     ,Assistant Superintendent,Exempt,3/1/2002,4/1/2010,75425.48
PWD,PWD 611 Street Maintenance,B.004359.1     ,Motor Equipment Operator III,Non Exempt,9/1/2002,10/11/2018,44834.40
PWD,PWD 611 Street Maintenance,B.003343.1     ,Assistant Superintendent,Exempt,3/1/1988,2/1/2004,70381.48
PWD,PWD 611 Street Maintenance,B.002233,Operations Superintendent,Exempt,7/10/1987,4/26/2018,85775.56
PWD,PWD 611 Street Maintenance,B.001502.5     ,Motor Equipment Operator I,Non Exempt,9/7/2015,10/24/2019,32486.74
PWD,PWD 611 Street Maintenance,B.000310,Motor Equipment Operator III,Non Exempt,2/1/1982,1/1/2008,56888.00
PWD,PWD 611 Street Maintenance,B.003206.3     ,Laborer,Non Exempt,2/27/2020,2/27/2020,25654.20
PWD,PWD 611 Street Maintenance,B.000304.1     ,Motor Equipment Operator I,Non Exempt,2/7/2015,2/7/2015,34525.14
PWD,PWD 611 Street Maintenance,B.003204.1     ,Maintenance Supervisor,Non Exempt,6/7/1989,3/16/2017,59738.38
PWD,PWD 611 Street Maintenance,B.001112.5     ,Maintenance Worker,Non Exempt,9/7/2016,10/11/2018,28428.40
PWD,PWD 611 Street Maintenance,B.000903,Motor Equipment Operator II,Non Exempt,11/16/2008,8/31/2017,38579.06
PWD,PWD 611 Street Maintenance,B.001986.1     ,Motor Equipment Operator I,Non Exempt,2/1/1989,11/1/2011,40993.94
PWD,PWD 611 Street Maintenance,B.004183.4     ,Motor Equipment Operator II,Non Exempt,8/16/2009,4/25/2019,39015.86
PWD,PWD 611 Street Maintenance,B.000324.1     ,Motor Equipment Operator III,Non Exempt,11/1/2005,10/11/2018,45292.00
PWD,PWD 611 Street Maintenance,B.001346.1     ,Motor Equipment Operator III,Non Exempt,11/1/2010,4/27/2017,43794.40
PWD,PWD 611 Street Maintenance,B.002502.1     ,Motor Equipment Operator II,Non Exempt,9/14/2017,10/24/2019,36249.46
PWD,PWD 611 Street Maintenance,B.002970,Motor Equipment Operator III,Non Exempt,5/16/1981,10/16/2013,48453.60
PWD,PWD 611 Street Maintenance,B.004322.1     ,Planner/Estimator II,Non Exempt,6/16/1975,3/16/2013,66299.48
PWD,PWD 611 Street Maintenance,B.002210.4     ,Motor Equipment Operator II,Non Exempt,6/16/2013,10/24/2019,37164.66
PWD,PWD 611 Street Maintenance,B.001505.1     ,Motor Equipment Operator II,Non Exempt,10/1/2003,10/25/2018,42947.06
PWD,PWD 611 Street Maintenance,B.002611,Motor Equipment Operator III,Non Exempt,10/1/1994,10/12/2017,52322.40
PWD,PWD 611 Street Maintenance,B.003400.1     ,Maintenance Supervisor,Non Exempt,3/16/2008,10/11/2018,56618.38
PWD,PWD 611 Street Maintenance,B.002051.3     ,Motor Equipment Operator II,Non Exempt,9/12/2019,9/12/2019,36249.46
PWD,PWD 611 Street Maintenance,B.003466.2     ,Motor Equipment Operator III,Non Exempt,7/6/2017,8/2/2018,41631.20
PWD,PWD 611 Street Maintenance,B.000018.1     ,Motor Equipment Operator II,Non Exempt,5/16/1986,10/12/2017,45692.66
PWD,PWD 611 Street Maintenance,B.000977,Motor Equipment Operator III,Non Exempt,8/1/2001,8/2/2018,43940.00
PWD,PWD 611 Street Maintenance,B.002877,Motor Equipment Operator III,Non Exempt,3/1/1988,3/1/1997,56888.00
PWD,PWD 611 Street Maintenance,B.001236.1     ,Motor Equipment Operator III,Non Exempt,9/16/2000,1/3/2019,45645.60
PWD,PWD 611 Street Maintenance,B.004815.2     ,Motor Equipment Operator I,Non Exempt,6/16/2013,9/22/2014,34566.74
PWD,PWD 611 Street Maintenance,B.004669,Motor Equipment Operator III,Non Exempt,10/16/1989,10/16/2013,49909.60
PWD,PWD 611 Street Maintenance,B.001982.4     ,Maintenance Worker,Non Exempt,7/5/2018,7/5/2018,27596.40
PWD,PWD 611 Street Maintenance,B.005241,Motor Equipment Operator III,Non Exempt,7/1/1986,10/16/2010,56888.00
PWD,PWD 611 Street Maintenance,B.004100.2     ,Maintenance Worker,Non Exempt,8/7/2015,9/7/2016,29634.80
PWD,PWD 611 Street Maintenance,B.001936.2     ,Laborer,Non Exempt,3/1/2009,2/27/2020,25654.20
PWD,PWD 611 Street Maintenance,B.004136.2     ,Motor Equipment Operator II,Non Exempt,4/13/2017,6/3/2021,36249.46
PWD,PWD 611 Street Maintenance,B.000661.4     ,Maintenance Worker,Non Exempt,7/29/2021,NULL,26145.60
PWD,PWD 611 Street Maintenance,B.002748.1     ,Office Assistant II,Non Exempt,10/1/2002,11/7/2019,42660.02
PWD,PWD 611 Street Maintenance,B.001642.1     ,Maintenance Supervisor,Non Exempt,11/16/2001,12/7/2017,59655.18
PWD,PWD 611 Street Maintenance,B.001951.1     ,Planner/Estimator II,Non Exempt,10/1/1997,10/22/2016,60059.48
PWD,PWD 611 Street Maintenance,B.002425.3     ,Laborer,Non Exempt,2/27/2020,2/27/2020,25654.20
PWD,PWD 611 Street Maintenance,B.000143,Motor Equipment Operator II,Non Exempt,7/19/1989,10/10/2019,49395.06
PWD,PWD 611 Street Maintenance,B.000924.1     ,Maintenance Supervisor,Non Exempt,3/1/2006,4/26/2018,56618.38
PWD,PWD 611 Street Maintenance,B.002918.1     ,Maintenance Supervisor,Non Exempt,6/17/1976,3/16/2005,65977.60
PWD,PWD 611 Street Maintenance,B.002238.4     ,Maintenance Worker,Non Exempt,5/11/2017,10/11/2018,28324.40
PWD,PWD 612 Dredge Maintenance,B.003832,Mechanic III,Non Exempt,10/16/1992,12/16/1998,70001.88
PWD,PWD 612 Dredge Maintenance,B.005437.1     ,Motor Equipment Operator II,Non Exempt,9/1/2002,10/12/2017,51521.60
PWD,PWD 612 Dredge Maintenance,B.000426,Motor Equipment Operator III,Non Exempt,10/16/2011,4/22/2015,44356.00
PWD,PWD 612 Dredge Maintenance,B.004177.1     ,Assistant Superintendent,Exempt,5/1/2011,1/30/2020,60340.80
PWD,PWD 612 Dredge Maintenance,B.001672,Heavy Equipment Operator,Non Exempt,5/22/2000,5/10/2018,48323.60
PWD,PWD 612 Dredge Maintenance,B.003498,Heavy Equipment Operator,Non Exempt,4/1/2014,4/7/2016,48323.60
PWD,PWD 612 Dredge Maintenance,B.000142,Heavy Equipment Operator,Non Exempt,7/1/1996,7/1/2000,59555.60
PWD,PWD 612 Dredge Maintenance,B.001805.1     ,Motor Equipment Operator II,Non Exempt,7/16/2005,9/22/2014,40763.06
PWD,PWD 612 Dredge Maintenance,B.000889,Motor Equipment Operator II,Non Exempt,12/3/2020,3/25/2021,35152.00
PWD,PWD 612 Dredge Maintenance,B.002152.1     ,Motor Equipment Operator II,Non Exempt,1/1/2001,9/7/2015,45006.26
PWD,PWD 612 Dredge Maintenance,B.005435,Heavy Equipment Operator,Non Exempt,10/12/2002,11/7/2016,50528.40
PWD,PWD 612 Dredge Maintenance,B.005433,Motor Equipment Operator III,Non Exempt,2/27/2020,2/27/2020,40008.80
PWD,PWD 612 Dredge Maintenance,B.005438.1     ,Motor Equipment Operator III,Non Exempt,4/1/1998,10/24/2019,47871.20
PWD,PWD 612 Dredge Maintenance,B.005439,Motor Equipment Operator II,Non Exempt,4/1/2001,12/31/2020,37580.66
PWD,PWD 612 Dredge Maintenance,B.002096,Motor Equipment Operator III,Non Exempt,11/7/2015,4/29/2021,41516.80
PWD,PWD 614 Traffic Management Operations,B.000721,Traffic Signal Electronics Technician II,Non Exempt,8/1/2006,4/16/2014,61723.48
PWD,PWD 614 Traffic Management Operations,B.003130.1     ,Maintenance Supervisor,Non Exempt,9/1/2002,8/16/2013,60154.38
PWD,PWD 614 Traffic Management Operations,B.003456.2     ,Construction Inspector I,Non Exempt,9/16/2002,11/7/2019,47850.40
PWD,PWD 614 Traffic Management Operations,P.050246,Storekeeper I,Non Exempt,3/15/2018,NULL,14.14
PWD,PWD 614 Traffic Management Operations,B.000897.3     ,Traffic Signal Electronics Technician I,Non Exempt,5/22/2016,7/29/2029,46072.00
PWD,PWD 614 Traffic Management Operations,B.001624,Construction Inspector II,Non Exempt,8/31/2017,10/24/2019,46384.78
PWD,PWD 614 Traffic Management Operations,B.006354.3     ,Traffic Signs and Markings Aide,Non Exempt,2/16/2014,6/17/2021,33401.94
PWD,PWD 614 Traffic Management Operations,B.004454,Traffic Signal Electronics Technician I,Non Exempt,10/16/2005,7/19/2018,48651.98
PWD,PWD 614 Traffic Management Operations,B.002932.1     ,Engineer II,Exempt,5/1/2005,5/1/2005,93663.96
PWD,PWD 614 Traffic Management Operations,B.003854.1     ,Assistant Superintendent,Exempt,10/1/1985,9/27/2018,79835.08
PWD,PWD 614 Traffic Management Operations,B.003588,Traffic Signal Electronics Technician II,Non Exempt,6/22/2014,6/22/2014,56232.28
PWD,PWD 614 Traffic Management Operations,B.000835.2     ,Engineer II,Exempt,1/1/2006,1/1/2006,85135.96
PWD,PWD 614 Traffic Management Operations,B.003900.2     ,Engineer V,Exempt,3/1/1995,8/7/2015,126403.42
PWD,PWD 614 Traffic Management Operations,B.000544.2     ,Traffic Signs and Markings Mechanic I,Non Exempt,8/29/2019,8/29/2019,38074.40
PWD,PWD 614 Traffic Management Operations,B.002353.1     ,Planner/Estimator II,Non Exempt,3/16/1997,8/17/2017,53611.48
PWD,PWD 614 Traffic Management Operations,B.003363,Traffic Signal Electronics Technician I,Non Exempt,2/28/2019,2/28/2019,47487.18
PWD,PWD 614 Traffic Management Operations,B.002205.1     ,Traffic Signal Electronics Technician I,Non Exempt,5/16/1994,6/22/2016,61215.18
PWD,PWD 614 Traffic Management Operations,B.003355,Construction Inspector III,Non Exempt,3/1/2011,6/22/2016,58561.36
PWD,PWD 614 Traffic Management Operations,B.000320.1     ,Traffic Signs and Markings Aide,Non Exempt,9/1/2011,3/12/2020,31259.54
PWD,PWD 614 Traffic Management Operations,B.003829.1     ,Maintenance Supervisor,Non Exempt,12/7/2017,11/19/2020,50934.52
PWD,PWD 614 Traffic Management Operations,B.003479.2     ,Traffic Signs and Markings Mechanic I,Non Exempt,12/6/2018,12/6/2018,38074.40
PWD,PWD 614 Traffic Management Operations,B.006358.2     ,Traffic Signs and Markings Aide,Non Exempt,6/17/2021,NULL,30326.40
PWD,PWD 614 Traffic Management Operations,B.002950,Operations Superintendent,Exempt,5/24/1993,6/22/2014,85765.16
PWD,PWD 614 Traffic Management Operations,B.002784.1     ,Traffic Signal Electronics Technician I,Non Exempt,4/27/2017,4/27/2017,48423.18
PWD,PWD 614 Traffic Management Operations,B.001250.1     ,Traffic Signal Electronics Technician I,Non Exempt,1/1/2000,11/9/2017,56576.78
PWD,PWD 614 Traffic Management Operations,B.001676.2     ,Traffic Signs and Markings Mechanic I,Non Exempt,2/16/2012,4/16/2013,42442.40
PWD,PWD 614 Traffic Management Operations,B.001835,Traffic Signal Electronics Technician I,Non Exempt,7/8/1982,7/1/2010,63523.98
PWD,PWD 614 Traffic Management Operations,B.000548.1     ,Traffic Technician II,Non Exempt,4/11/1983,3/1/2005,72820.80
PWD,PWD 614 Traffic Management Operations,B.000496.1     ,Engineer IV,Exempt,2/16/1989,2/16/1999,113579.18
PWD,PWD 614 Traffic Management Operations,B.003109,Traffic Signs and Markings Mechanic II,Non Exempt,10/1/1995,4/1/2005,50408.80
PWD,PWD 614 Traffic Management Operations,B.004286.1     ,Traffic Signal Electronics Supervisor,Non Exempt,4/16/1999,4/16/2004,72430.28
PWD,PWD 614 Traffic Management Operations,B.006078,Traffic Signal Electronics Technician II,Non Exempt,6/1/1987,1/16/2013,64926.68
PWD,PWD 614 Traffic Management Operations,B.006356.4     ,Traffic Signs and Markings Aide,Non Exempt,7/19/2018,8/15/2019,31259.54
PWD,PWD 614 Traffic Management Operations,B.003753,Traffic Signs and Markings Mechanic I,Non Exempt,4/27/2017,11/8/2018,38074.40
PWD,PWD 614 Traffic Management Operations,B.000735.2     ,Traffic Signs and Markings Mechanic I,Non Exempt,4/26/2018,10/24/2019,38074.40
PWD,PWD 614 Traffic Management Operations,B.002481.1     ,Traffic Signal Electronics Supervisor,Non Exempt,4/1/1999,5/24/2018,72451.08
PWD,PWD 614 Traffic Management Operations,B.000834.2     ,Traffic Signs and Markings Aide,Non Exempt,6/17/2021,NULL,30326.40
PWD,PWD 616 Bridge Maintenance,B.002943.2     ,Motor Equipment Operator I,Non Exempt,1/4/2021,3/11/2021,30326.40
PWD,PWD 616 Bridge Maintenance,B.002564,Maintenance Mechanic II,Non Exempt,9/14/2017,4/22/2021,40279.20
PWD,PWD 616 Bridge Maintenance,B.002036.2     ,Maintenance Supervisor,Non Exempt,10/16/1997,4/25/2019,62130.38
PWD,PWD 618 Beach Operations Residential Beaches,B.003962.1     ,Motor Equipment Operator III,Non Exempt,10/16/1975,12/1/1993,56888.00
PWD,PWD 618 Beach Operations Residential Beaches,B.002033.2     ,Motor Equipment Operator II,Non Exempt,2/16/2009,11/1/2011,41158.26
PWD,PWD 618 Beach Operations Residential Beaches,B.003238.2     ,Motor Equipment Operator I,Non Exempt,8/13/2020,8/13/2020,31259.80
PWD,PWD 618 Beach Operations Residential Beaches,B.004516.1     ,Motor Equipment Operator II,Non Exempt,2/2/2005,1/18/2018,37934.26
PWD,PWD 619 Sandbridge Beach Operations,B.007342,Motor Equipment Operator III,Non Exempt,10/16/2013,8/31/2017,44044.00
PWD,PWD 625 TIP - Beach Operations,B.004517.1     ,Motor Equipment Operator III,Non Exempt,11/16/2010,10/7/2014,44252.00
PWD,PWD 625 TIP - Beach Operations,B.005734,Motor Equipment Operator II,Non Exempt,3/16/2006,7/6/2017,42031.86
PWD,PWD 625 TIP - Beach Operations,B.005730,Motor Equipment Operator III,Non Exempt,5/1/2012,9/7/2016,43004.00
PWD,PWD 625 TIP - Beach Operations,B.004011.1     ,Motor Equipment Operator III,Non Exempt,5/1/2012,9/7/2016,43004.00
PWD,PWD 625 TIP - Beach Operations,B.005732.1     ,Maintenance Supervisor,Non Exempt,8/16/1996,5/9/2019,56618.38
PWD,PWD 625 TIP - Beach Operations,B.005731.1     ,Motor Equipment Operator II,Non Exempt,4/1/2013,8/1/2019,36249.46
PWD,PWD 625 TIP - Beach Operations,B.000128.1     ,Motor Equipment Operator II,Non Exempt,1/1/2002,8/16/2010,44070.26
PWD,PWD 625 TIP - Beach Operations,B.003734.2     ,Assistant Superintendent,Exempt,1/16/2003,12/6/2018,70391.88
PWD,PWD 625 TIP - Beach Operations,B.007449,Motor Equipment Operator III,Non Exempt,4/1/2001,8/16/2018,52301.60
PWD,PWD 625 TIP - Beach Operations,B.005733.1     ,Motor Equipment Operator I,Non Exempt,6/7/2018,1/4/2021,30326.40
PWD,PWD 625 TIP - Beach Operations,B.000575.1     ,Motor Equipment Operator III,Non Exempt,6/8/1981,9/1/2004,56888.00
PWD,PWD 650 Building Maintenance Management and Support,B.003672,Account Clerk II,Non Exempt,11/7/2016,11/22/2018,34381.62
PWD,PWD 650 Building Maintenance Management and Support,B.007479,Construction Inspector II,Non Exempt,1/1/2011,9/13/2018,51376.78
PWD,PWD 650 Building Maintenance Management and Support,B.003244,Operations Coordinator,Exempt,6/1/2011,7/7/2015,85817.16
PWD,PWD 650 Building Maintenance Management and Support,B.002295,Building Maintenance Administrator,Exempt,1/16/1995,3/1/2009,109711.42
PWD,PWD 650 Building Maintenance Management and Support,B.004316,Account Clerk III,Non Exempt,9/7/2015,8/30/2018,39494.26
PWD,PWD 650 Building Maintenance Management and Support,B.003208,Storekeeper II,Non Exempt,12/1/1992,12/21/2017,39255.32
PWD,PWD 650 Building Maintenance Management and Support,B.003680,Office Supervisor,Non Exempt,9/1/2004,2/22/2015,53887.60
PWD,PWD 650 Building Maintenance Management and Support,B.003463.2     ,Public Works Facilities Engineer,Exempt,7/7/2015,7/7/2015,142812.80
PWD,PWD 650 Building Maintenance Management and Support,B.007317,Engineer III,Exempt,10/12/2017,3/29/2018,102745.24
PWD,PWD 650 Building Maintenance Management and Support,B.001240,Administrative Specialist II,Non Exempt,5/16/1979,10/1/2005,69305.60
PWD,PWD 650 Building Maintenance Management and Support,B.002348.2     ,Senior Engineer III,Exempt,4/1/2001,11/21/2019,112878.48
PWD,PWD 650 Building Maintenance Management and Support,B.000546.1     ,Storekeeper II,Non Exempt,2/1/2007,2/1/2007,46992.92
PWD,PWD 650 Building Maintenance Management and Support,B.002955,Storekeeper Supervisor,Non Exempt,3/1/2018,6/17/2021,48487.40
PWD,PWD 650 Building Maintenance Management and Support,B.000690,Account Clerk III,Non Exempt,5/16/2001,9/12/2019,44735.86
PWD,PWD 651 Electrical,B.004248,Maintenance Engineer/Building Systems,Non Exempt,11/16/1996,2/16/2008,84128.20
PWD,PWD 651 Electrical,B.007480,Electrician II,Non Exempt,8/17/2017,8/16/2018,44007.34
PWD,PWD 651 Electrical,B.003630,Maintenance Engineer I/Electrical,Non Exempt,4/1/2000,7/1/2006,60870.68
PWD,PWD 651 Electrical,B.003570,Electrician II,Non Exempt,6/7/2014,6/7/2014,45920.94
PWD,PWD 651 Electrical,B.004697,Electrician I,Non Exempt,1/14/2000,8/16/2007,40212.12
PWD,PWD 651 Electrical,B.002264,Maintenance Engineer I/Electrical,Non Exempt,11/7/2016,8/16/2018,52405.08
PWD,PWD 651 Electrical,B.003284,Fire Protection Engineer,Non Exempt,5/1/1986,4/22/2016,71083.48
PWD,PWD 651 Electrical,B.006003,Maintenance Engineer I/Electrical,Non Exempt,5/1/2004,5/1/2004,61265.88
PWD,PWD 651 Electrical,B.006002,Electrician II,Non Exempt,7/1/2003,7/1/2003,53866.54
PWD,PWD 651 Electrical,B.005151,Maintenance Engineer I/Electrical,Non Exempt,12/1/1994,10/16/1995,71041.88
PWD,PWD 651 Electrical,B.001565.1     ,Maintenance Engineer II,Non Exempt,12/1/1994,7/1/2009,78067.08
PWD,PWD 651 Electrical,B.000891,Electrician II,Non Exempt,9/13/2018,9/13/2018,43008.94
PWD,PWD 651 Electrical,B.005669,Electrician II,Non Exempt,11/16/1998,7/1/2003,54698.54
PWD,PWD 651 Electrical,B.006361,Electrician II,Non Exempt,8/30/2018,8/30/2018,43008.94
PWD,PWD 652 Heat and Air Conditioning,B.002524,Heating and Air Conditioning Technician II,Non Exempt,7/15/2021,NULL,42827.20
PWD,PWD 652 Heat and Air Conditioning,B.000390,Heating and Air Conditioning Technician II,Non Exempt,4/9/2020,4/9/2020,44163.60
PWD,PWD 652 Heat and Air Conditioning,B.003074,Maintenance Engineer/Building Systems,Non Exempt,11/1/1994,6/16/1998,84427.20
PWD,PWD 652 Heat and Air Conditioning,B.000296.1     ,Heating and Air Conditioning Technician II,Non Exempt,12/16/2010,3/1/2018,47262.80
PWD,PWD 652 Heat and Air Conditioning,B.000597,Heating and Air Conditioning Technician II,Non Exempt,3/14/2019,3/14/2019,45203.60
PWD,PWD 652 Heat and Air Conditioning,B.007536,Maintenance Engineer II,Non Exempt,10/16/1995,9/12/2019,78337.48
PWD,PWD 652 Heat and Air Conditioning,B.005152,Maintenance Engineer I/Heating and A/C,Non Exempt,7/20/2017,7/20/2017,53814.02
PWD,PWD 652 Heat and Air Conditioning,B.001332,Heating and Air Conditioning Technician II,Non Exempt,12/3/2020,12/3/2020,42827.20
PWD,PWD 652 Heat and Air Conditioning,B.002272,Heating and Air Conditioning Technician II,Non Exempt,3/16/1995,3/16/1995,62613.20
PWD,PWD 652 Heat and Air Conditioning,B.004506.2     ,Maintenance Engineer I/Heating and A/C,Non Exempt,10/16/1994,9/16/1998,68977.22
PWD,PWD 652 Heat and Air Conditioning,B.000808,Heating and Air Conditioning Technician II,Non Exempt,1/16/2020,1/16/2020,44163.60
PWD,PWD 652 Heat and Air Conditioning,B.002699,Heating and Air Conditioning Technician II,Non Exempt,4/9/2020,4/9/2020,44163.60
PWD,PWD 652 Heat and Air Conditioning,B.004847,Heating and Air Conditioning Technician II,Non Exempt,7/4/2019,7/4/2019,44163.60
PWD,PWD 652 Heat and Air Conditioning,B.001493,Heating and Air Conditioning Technician II,Non Exempt,6/16/1983,8/16/2008,61302.80
PWD,PWD 652 Heat and Air Conditioning,B.003460.2     ,Heating and Air Conditioning Technician II,Non Exempt,8/7/2016,8/7/2016,46451.60
PWD,PWD 652 Heat and Air Conditioning,B.007481,Maintenance Engineer I/Heating and A/C,Non Exempt,5/7/2016,12/6/2018,55062.02
PWD,PWD 652 Heat and Air Conditioning,B.000159.2     ,Heating and Air Conditioning Technician II,Non Exempt,9/7/2014,9/7/2014,48760.40
PWD,PWD 652 Heat and Air Conditioning,B.000998,Heating and Air Conditioning Technician II,Non Exempt,2/25/2021,2/25/2021,42827.20
PWD,PWD 652 Heat and Air Conditioning,B.000861,Heating and Air Conditioning Technician II,Non Exempt,11/19/2020,11/19/2020,42827.20
PWD,PWD 652 Heat and Air Conditioning,B.006004,Heating and Air Conditioning Technician II,Non Exempt,11/7/2015,11/7/2015,48240.40
PWD,PWD 652 Heat and Air Conditioning,B.002578,Maintenance Engineer I/Heating and A/C,Non Exempt,10/16/2008,10/16/2008,62487.62
PWD,PWD 653 General Maintenance,B.007320,Plumber II,Non Exempt,7/30/2020,7/30/2020,40768.00
PWD,PWD 653 General Maintenance,B.002063,Painter II,Non Exempt,7/1/2001,7/1/2001,45214.26
PWD,PWD 653 General Maintenance,B.006006,Carpenter II,Non Exempt,3/14/2019,3/28/2019,43008.94
PWD,PWD 653 General Maintenance,B.001726,Carpenter III,Non Exempt,9/16/2013,7/7/2016,49650.38
PWD,PWD 653 General Maintenance,B.006024,Plumber II,Non Exempt,10/12/2017,10/12/2017,44007.34
PWD,PWD 653 General Maintenance,B.007318,Painter II,Non Exempt,11/23/2017,11/23/2017,37934.26
PWD,PWD 653 General Maintenance,B.003131,Painter II,Non Exempt,3/1/1983,5/16/1999,51521.60
PWD,PWD 653 General Maintenance,B.003924.2     ,Carpenter III,Non Exempt,2/16/2017,9/13/2018,46384.78
